,x,y,Category,Class,Cluster
55,-16.713066,10.300776,Benign,Benign,1
56,-11.31949,8.80804,Benign,Benign,1
57,-5.935587,-10.718304,Benign,Benign,1
58,3.77672,-17.878412,Benign,Benign,1
59,1.1115142,5.70556,Benign,Benign,1
60,-9.379726,7.0950503,Benign,Benign,1
61,-5.9983,-10.650979,Benign,Benign,1
62,-11.496049,-2.8386514,Benign,Benign,1
63,-9.203169,6.9501195,Benign,Benign,1
64,-6.0459137,-10.592251,Benign,Benign,1
65,-11.507704,-2.8264227,Benign,Benign,1
66,0.6938863,20.521215,Benign,Benign,1
67,-5.9298186,-10.724326,Benign,Benign,1
68,-11.477877,-2.8578324,Benign,Benign,1
69,-14.713169,13.840961,Benign,Benign,1
70,0.028143523,-0.36018705,Benign,Benign,1
71,0.76966655,4.758586,Benign,Benign,1
72,0.7163715,20.493328,Benign,Benign,1
73,-5.7490377,-7.14778,Benign,Benign,1
74,-12.252558,-4.409085,Benign,Benign,1
75,-2.7444527,10.00935,Benign,Benign,1
76,-5.7623987,-7.190717,Benign,Benign,1
77,-12.251446,-4.4085755,Benign,Benign,1
78,-4.982713,8.399934,Benign,Benign,1
79,-5.7125244,-7.1433687,Benign,Benign,1
80,-12.250183,-4.4096813,Benign,Benign,1
81,-0.05566409,5.7013984,Benign,Benign,1
82,-5.7339854,-7.1604695,Benign,Benign,1
83,-12.275386,-4.408109,Benign,Benign,1
84,-14.204494,8.772979,Benign,Benign,1
85,-10.410613,-2.7843773,Benign,Benign,1
86,-12.252179,-4.410697,Benign,Benign,1
87,-14.216992,8.757714,Benign,Benign,1
88,-10.410486,-2.7847078,Benign,Benign,1
89,-0.7814596,-17.28358,Benign,Benign,1
90,-14.24141,8.740862,Benign,Benign,1
91,-10.410412,-2.7844021,Benign,Benign,1
92,-0.78736824,-17.289713,Benign,Benign,1
93,-14.225966,8.762998,Benign,Benign,1
94,-12.028494,9.923615,Benign,Benign,1
95,-5.7018447,-7.103139,Benign,Benign,1
96,-0.78323865,-17.289495,Benign,Benign,1
97,2.2890966,-4.270302,Benign,Benign,1
98,-14.223658,8.753952,Benign,Benign,1
99,-12.028103,9.924476,Benign,Benign,1
100,-5.6978765,-7.18757,Benign,Benign,1
101,-11.471257,-2.857474,Benign,Benign,1
102,2.2889853,-4.271237,Benign,Benign,1
103,6.1422267,18.095682,Benign,Benign,1
104,-5.74998,-7.1740403,Benign,Benign,1
105,-11.508335,-2.8267307,Benign,Benign,1
106,-0.5745877,6.599397,Benign,Benign,1
107,-2.6504514,1.7445569,Benign,Benign,1
108,0.71146435,4.800218,Benign,Benign,1
109,6.1403675,18.100437,Benign,Benign,1
110,-5.714264,-7.1862597,Benign,Benign,1
111,-11.484648,-2.8421566,Benign,Benign,1
112,-13.374741,12.433532,Benign,Benign,1
113,-5.6943493,-7.0967965,Benign,Benign,1
114,-11.4796915,-2.8560467,Benign,Benign,1
115,-1.2914474,15.984962,Benign,Benign,1
116,-5.703304,-7.1169457,Benign,Benign,1
117,-11.482982,-2.8525274,Benign,Benign,1
118,-2.8300161,9.481294,Benign,Benign,1
119,-5.566874,-7.2883844,Benign,Benign,1
120,-13.011942,4.408953,Benign,Benign,1
121,-1.5358137,13.440632,Benign,Benign,1
122,-5.697409,-7.184918,Benign,Benign,1
123,-11.48038,-2.8550334,Benign,Benign,1
124,-1.5388507,13.441567,Benign,Benign,1
125,-5.6764975,-7.151744,Benign,Benign,1
126,-13.011955,4.4093723,Benign,Benign,1
127,-0.46419588,19.486069,Benign,Benign,1
128,-5.73958,-7.0857034,Benign,Benign,1
129,-13.011336,4.4087596,Benign,Benign,1
130,-1.6957256,4.4761705,Benign,Benign,1
131,-5.7294664,-7.215409,Benign,Benign,1
132,-13.011206,4.409368,Benign,Benign,1
133,-1.6883969,4.4801373,Benign,Benign,1
134,-5.7755175,-7.163129,Benign,Benign,1
135,-11.115144,-0.46834183,Benign,Benign,1
136,-1.6963122,4.4763055,Benign,Benign,1
137,-5.7116437,-7.168722,Benign,Benign,1
138,-11.166571,-0.41878113,Benign,Benign,1
139,-4.151458,19.250954,Benign,Benign,1
140,-2.6559758,1.7413088,Benign,Benign,1
141,0.80230194,4.6919775,Benign,Benign,1
142,-1.9010761,4.3566637,Benign,Benign,1
143,-5.6783557,-7.0923457,Benign,Benign,1
144,-11.164111,-0.4171025,Benign,Benign,1
145,-1.8532383,4.371967,Benign,Benign,1
146,-5.7527723,-7.15825,Benign,Benign,1
147,-11.158518,-0.4244224,Benign,Benign,1
148,0.5435424,5.9869576,Benign,Benign,1
149,-5.7535815,-7.179265,Benign,Benign,1
150,-11.158173,-0.4257761,Benign,Benign,1
151,-4.8337326,17.433342,Benign,Benign,1
152,-12.76017,5.3607926,Benign,Benign,1
153,4.209666,9.730277,Benign,Benign,1
154,-11.150797,-0.4316978,Benign,Benign,1
155,-4.134312,0.10877291,Benign,Benign,1
156,-0.64887697,4.878235,Benign,Benign,1
157,4.2094874,9.734021,Benign,Benign,1
158,-13.394357,-1.3483204,Benign,Benign,1
159,-0.18818925,13.5744,Benign,Benign,1
160,-12.7645855,5.3596883,Benign,Benign,1
161,4.2072163,9.732606,Benign,Benign,1
162,-13.38598,-1.3430057,Benign,Benign,1
163,-2.067288,-16.250824,Benign,Benign,1
164,-0.17843175,13.586899,Benign,Benign,1
165,4.2267504,9.726423,Benign,Benign,1
166,-13.367583,-1.3423994,Benign,Benign,1
167,-7.7326922,17.871557,Benign,Benign,1
168,6.2937055,-11.5208845,Benign,Benign,1
169,-13.369007,-1.3510848,Benign,Benign,1
170,1.1348234,12.844597,Benign,Benign,1
171,-14.782356,-6.3769846,Benign,Benign,1
172,-13.390332,-1.3498651,Benign,Benign,1
173,-0.37235364,14.297649,Benign,Benign,1
174,-14.783059,-6.3787527,Benign,Benign,1
175,-13.333717,-1.3204285,Benign,Benign,1
176,-0.26494786,23.614437,Benign,Benign,1
177,-12.508785,-7.3708944,Benign,Benign,1
178,0.817137,4.693697,Benign,Benign,1
179,-2.6432967,13.381311,Benign,Benign,1
180,-14.776916,-6.369979,Benign,Benign,1
181,-13.371952,-1.3570668,Benign,Benign,1
182,-2.643682,13.381416,Benign,Benign,1
183,-14.76328,-6.3911815,Benign,Benign,1
184,-13.386137,-1.3382362,Benign,Benign,1
185,-0.10939409,14.085828,Benign,Benign,1
186,-14.731236,-6.4148946,Benign,Benign,1
187,-13.36896,-1.3258274,Benign,Benign,1
188,-0.11668835,14.091744,Benign,Benign,1
189,-14.783949,-6.3803124,Benign,Benign,1
190,-3.89729,-17.920162,Benign,Benign,1
191,-16.580599,8.645821,Benign,Benign,1
192,-14.847156,-6.4382825,Benign,Benign,1
193,-3.967763,-17.843683,Benign,Benign,1
194,-16.57817,8.643098,Benign,Benign,1
195,-14.778673,-6.375418,Benign,Benign,1
196,-3.9530475,-17.876102,Benign,Benign,1
197,-16.54459,8.60966,Benign,Benign,1
198,-14.790443,-6.3799295,Benign,Benign,1
199,-3.9351761,-17.875612,Benign,Benign,1
200,-16.647173,8.703889,Benign,Benign,1
201,-5.541899,3.0718899,Benign,Benign,1
202,-14.785864,-6.37602,Benign,Benign,1
203,-3.9592032,-17.861008,Benign,Benign,1
204,3.4985828,-6.558607,Benign,Benign,1
205,-5.72912,18.891865,Benign,Benign,1
206,-14.777289,-6.374959,Benign,Benign,1
207,-3.9361248,-17.893312,Benign,Benign,1
208,-5.7306633,18.889816,Benign,Benign,1
209,-14.776224,-6.373887,Benign,Benign,1
210,-3.9550655,-17.842478,Benign,Benign,1
211,-0.25409442,23.60528,Benign,Benign,1
212,-12.508888,-7.370938,Benign,Benign,1
213,-9.083112,6.0907707,Benign,Benign,1
214,-5.7340026,18.887442,Benign,Benign,1
215,-14.781173,-6.368724,Benign,Benign,1
216,-4.000668,-17.812876,Benign,Benign,1
217,-5.731205,18.890062,Benign,Benign,1
218,1.0114931,-1.7301607,Benign,Benign,1
219,-4.034576,-17.816227,Benign,Benign,1
220,-5.7572007,18.864101,Benign,Benign,1
221,-1.4329402,-19.825165,Benign,Benign,1
222,-3.9519794,-17.864817,Benign,Benign,1
223,1.3911269,12.003155,Benign,Benign,1
224,-1.415237,-19.815125,Benign,Benign,1
225,-3.9761407,-17.872326,Benign,Benign,1
226,1.4101719,12.0049715,Benign,Benign,1
227,-1.4673905,-19.858685,Benign,Benign,1
228,-4.010849,-17.8896,Benign,Benign,1
229,-9.412043,19.064325,Benign,Benign,1
230,-1.4695259,-19.861092,Benign,Benign,1
231,-3.972112,-17.848326,Benign,Benign,1
232,-9.412012,19.064377,Benign,Benign,1
233,-10.685148,-15.936627,Benign,Benign,1
234,-3.9202504,-17.888447,Benign,Benign,1
235,-9.411961,19.064463,Benign,Benign,1
236,-10.685539,-15.936721,Benign,Benign,1
237,-4.036918,-17.781294,Benign,Benign,1
238,1.1466265,12.202574,Benign,Benign,1
239,-6.866453,-0.23359622,Benign,Benign,1
240,-18.8029,5.682528,Benign,Benign,1
241,-3.9583151,-17.859766,Benign,Benign,1
242,3.2411559,-1.0552688,Benign,Benign,1
243,1.4328456,11.979131,Benign,Benign,1
244,-18.803167,5.6823664,Benign,Benign,1
245,-3.9578872,-17.868893,Benign,Benign,1
246,-4.152416,19.249674,Benign,Benign,1
247,-4.179043,7.9676967,Benign,Benign,1
248,-4.3243184,9.922477,Benign,Benign,1
249,-9.077463,6.0966716,Benign,Benign,1
250,-8.96104,6.17691,Benign,Benign,1
251,1.3937663,12.02851,Benign,Benign,1
252,-18.803274,5.682333,Benign,Benign,1
253,-3.9581165,-17.860157,Benign,Benign,1
254,1.3963214,12.028567,Benign,Benign,1
255,-18.802744,5.6827126,Benign,Benign,1
256,-8.307661,-0.033101015,Benign,Benign,1
257,-7.7327495,17.873632,Benign,Benign,1
258,-18.802612,5.682238,Benign,Benign,1
259,3.754161,11.010206,Benign,Benign,1
260,-0.37708566,14.273597,Benign,Benign,1
261,-12.6605625,-14.596895,Benign,Benign,1
262,3.754793,11.011085,Benign,Benign,1
263,-2.418585,15.804623,Benign,Benign,1
264,-12.68947,-14.634205,Benign,Benign,1
265,3.7555547,11.010025,Benign,Benign,1
266,-1.0204923,8.242126,Benign,Benign,1
267,-6.8545003,-0.24445742,Benign,Benign,1
268,-12.660244,-14.60371,Benign,Benign,1
269,3.7485394,11.017181,Benign,Benign,1
270,1.100998,-0.952098,Benign,Benign,1
271,-2.1190653,6.9665833,Benign,Benign,1
272,-12.657661,-14.6055565,Benign,Benign,1
273,3.754136,11.003123,Benign,Benign,1
274,-0.41972783,3.2221913,Benign,Benign,1
275,-12.648344,-14.6009655,Benign,Benign,1
276,3.7527082,11.012597,Benign,Benign,1
277,-0.31385422,13.321124,Benign,Benign,1
278,-12.671677,-14.58499,Benign,Benign,1
279,3.7529523,11.013191,Benign,Benign,1
280,-4.3767934,11.28297,Benign,Benign,1
281,-12.646354,-14.602991,Benign,Benign,1
282,5.8195543,-17.543776,Benign,Benign,1
283,-0.6247668,6.603727,Benign,Benign,1
284,-3.8166003,9.098759,Benign,Benign,1
285,-9.06313,6.1017785,Benign,Benign,1
286,-0.31507376,13.3207655,Benign,Benign,1
287,-12.660645,-14.603004,Benign,Benign,1
288,-6.9395866,-16.75331,Benign,Benign,1
289,-0.18094787,13.584292,Benign,Benign,1
290,-12.662137,-14.59994,Benign,Benign,1
291,-6.9390903,-16.756567,Benign,Benign,1
292,-0.18315692,13.608745,Benign,Benign,1
293,-10.686268,-15.937418,Benign,Benign,1
294,-6.9410076,-16.753815,Benign,Benign,1
295,2.6427238,21.281197,Benign,Benign,1
296,-5.6929054,-7.112061,Benign,Benign,1
297,-6.9377317,-16.756277,Benign,Benign,1
298,-3.3982644,16.86166,Benign,Benign,1
299,-5.7975407,-7.1940784,Benign,Benign,1
300,-6.939265,-16.754574,Benign,Benign,1
301,-3.397881,16.862066,Benign,Benign,1
302,-5.7326593,-7.1388593,Benign,Benign,1
303,-6.9441195,-16.747025,Benign,Benign,1
304,2.6304903,21.275373,Benign,Benign,1
305,-5.7880874,-7.1988516,Benign,Benign,1
306,-6.942868,-16.75073,Benign,Benign,1
307,2.6669455,21.262,Benign,Benign,1
308,-5.820576,-7.048771,Benign,Benign,1
309,5.8182564,-17.54119,Benign,Benign,1
310,2.6336246,21.276861,Benign,Benign,1
311,-5.700485,-7.1566777,Benign,Benign,1
312,-7.3344073,-13.921224,Benign,Benign,1
313,2.6623209,21.246899,Benign,Benign,1
314,-5.77914,-7.1098814,Benign,Benign,1
315,-7.3319306,-13.920042,Benign,Benign,1
316,-0.784758,5.356284,Benign,Benign,1
317,-4.3547635,7.9399195,Benign,Benign,1
318,-8.943483,6.2058496,Benign,Benign,1
319,2.6283145,21.276249,Benign,Benign,1
320,-5.7439938,-7.0738797,Benign,Benign,1
321,3.015234,-8.6292925,Benign,Benign,1
322,2.610054,21.27769,Benign,Benign,1
323,3.337882,5.3261075,Benign,Benign,1
324,3.043217,-8.658705,Benign,Benign,1
325,-7.4858303,19.942308,Benign,Benign,1
326,3.35087,5.3230696,Benign,Benign,1
327,3.027126,-8.642197,Benign,Benign,1
328,6.959434,23.211905,Benign,Benign,1
329,6.9592113,23.212008,Benign,Benign,1
330,3.2993686,5.376134,Benign,Benign,1
331,3.290051,-14.863925,Benign,Benign,1
332,6.9590545,23.211752,Benign,Benign,1
333,3.350639,5.316049,Benign,Benign,1
334,3.2792115,-14.864349,Benign,Benign,1
335,4.459411,20.197512,Benign,Benign,1
336,3.3379326,5.332102,Benign,Benign,1
337,3.2940083,-14.87211,Benign,Benign,1
338,4.4641237,20.19581,Benign,Benign,1
339,3.351602,5.3271694,Benign,Benign,1
340,3.3288882,-14.929552,Benign,Benign,1
341,-3.5026252,2.4837046,Benign,Benign,1
342,3.3523436,5.3292637,Benign,Benign,1
343,3.3003576,-14.894596,Benign,Benign,1
344,-3.8172925,22.73798,Benign,Benign,1
345,3.337579,5.2998357,Benign,Benign,1
346,3.2836788,-14.8723135,Benign,Benign,1
347,8.550446,6.5190086,Benign,Benign,1
348,17.626093,5.892652,Benign,Benign,1
349,17.672876,5.9391646,Benign,Benign,1
350,-0.25427833,23.605867,Benign,Benign,1
351,-3.987634,9.221797,Benign,Benign,1
352,-8.943301,6.205903,Benign,Benign,1
353,-10.949381,13.775099,Benign,Benign,1
354,-6.8625917,0.38283488,Benign,Benign,1
355,-5.7490807,-7.1705947,Benign,Benign,1
356,3.2688956,-14.8543415,Benign,Benign,1
357,1.1003195,-0.9499943,Benign,Benign,1
358,-5.4646516,14.00711,Benign,Benign,1
359,-5.840379,-7.2235613,Benign,Benign,1
360,3.271262,-14.856091,Benign,Benign,1
361,-3.8172438,22.739258,Benign,Benign,1
362,-5.7907724,-7.126232,Benign,Benign,1
363,3.2805088,-14.859254,Benign,Benign,1
364,-5.4645977,14.005997,Benign,Benign,1
365,-6.8625016,0.38272646,Benign,Benign,1
366,-5.971021,-10.737537,Benign,Benign,1
367,3.277109,-14.847872,Benign,Benign,1
368,0.21989454,1.4770802,Benign,Benign,1
369,-2.4401853,7.631229,Benign,Benign,1
370,2.9719675,-5.3790865,Benign,Benign,1
371,3.279101,-14.845051,Benign,Benign,1
372,-0.91999435,11.402572,Benign,Benign,1
373,1.1114455,5.704626,Benign,Benign,1
374,3.245405,-14.837226,Benign,Benign,1
375,-8.235441,19.071243,Benign,Benign,1
376,-5.8646736,-10.845514,Benign,Benign,1
377,3.2687118,-14.856,Benign,Benign,1
378,-5.132824,15.897286,Benign,Benign,1
379,-5.95784,-10.782558,Benign,Benign,1
380,3.2738616,-14.868343,Benign,Benign,1
381,-5.159498,15.869421,Benign,Benign,1
382,-6.043573,-10.702478,Benign,Benign,1
383,3.286238,-14.866463,Benign,Benign,1
384,-5.165106,15.860293,Benign,Benign,1
385,-5.997886,-10.706167,Benign,Benign,1
386,3.3276875,-14.854767,Benign,Benign,1
387,-0.25429335,23.605286,Benign,Benign,1
388,-3.8186831,9.099509,Benign,Benign,1
389,-0.8290575,-2.7779853,Benign,Benign,1
390,-5.0981956,15.894441,Benign,Benign,1
391,-6.016534,-10.621711,Benign,Benign,1
392,3.2751992,-14.845024,Benign,Benign,1
393,-5.1965714,15.838244,Benign,Benign,1
394,-6.0121837,-10.64787,Benign,Benign,1
395,3.2899778,-14.861486,Benign,Benign,1
396,0.22414686,1.4769825,Benign,Benign,1
397,-3.9497445,20.882998,Benign,Benign,1
398,-0.036483366,2.2911825,Benign,Benign,1
399,1.1603745,-2.9276302,Benign,Benign,1
400,-14.550859,4.509264,Benign,Benign,1
401,0.22541663,1.4786838,Benign,Benign,1
402,-5.1698375,15.85781,Benign,Benign,1
403,-7.32386,-13.896355,Benign,Benign,1
404,1.176835,-2.9178603,Benign,Benign,1
405,-14.566544,4.5229473,Benign,Benign,1
406,5.819558,-17.543196,Benign,Benign,1
407,-5.1624413,15.856123,Benign,Benign,1
408,0.10944063,-6.2110925,Benign,Benign,1
409,1.1673303,-2.9277315,Benign,Benign,1
410,-14.549903,4.5099897,Benign,Benign,1
411,-4.1996956,8.184076,Benign,Benign,1
412,-5.1635923,15.859564,Benign,Benign,1
413,-7.3105187,-13.891202,Benign,Benign,1
414,1.1845548,-2.9236975,Benign,Benign,1
415,-14.555586,4.5132804,Benign,Benign,1
416,-10.583473,11.611498,Benign,Benign,1
417,-5.171653,15.85949,Benign,Benign,1
418,1.1804583,-2.9121928,Benign,Benign,1
419,-14.548427,4.5091352,Benign,Benign,1
420,-10.688862,11.698067,Benign,Benign,1
421,-5.135181,15.855425,Benign,Benign,1
422,-7.33216,-13.914941,Benign,Benign,1
423,1.1783968,-2.916985,Benign,Benign,1
424,-14.541386,4.4979677,Benign,Benign,1
425,-10.573622,11.596089,Benign,Benign,1
426,-5.224406,15.828393,Benign,Benign,1
427,1.1168495,-2.895399,Benign,Benign,1
428,-14.562514,4.519063,Benign,Benign,1
429,-10.594888,11.610904,Benign,Benign,1
430,-5.17368,15.862178,Benign,Benign,1
431,1.1767644,-2.9154794,Benign,Benign,1
432,-14.540565,4.5011506,Benign,Benign,1
433,-10.589731,11.616154,Benign,Benign,1
434,-0.13585737,6.565969,Benign,Benign,1
435,-3.818233,9.099336,Benign,Benign,1
436,-0.83239484,-2.7802413,Benign,Benign,1
437,3.498916,19.42773,Benign,Benign,1
438,1.1827276,-2.9132426,Benign,Benign,1
439,-14.534778,4.4939137,Benign,Benign,1
440,-10.621103,11.630397,Benign,Benign,1
441,-9.820255,17.023338,Benign,Benign,1
442,1.0916177,-3.0043201,Benign,Benign,1
443,3.7706215,-12.219304,Benign,Benign,1
444,-10.60886,11.614615,Benign,Benign,1
445,-9.822011,17.0221,Benign,Benign,1
446,-7.332192,-13.905921,Benign,Benign,1
447,-16.016453,-7.8705225,Benign,Benign,1
448,3.7684846,-12.214265,Benign,Benign,1
449,-10.536181,11.560973,Benign,Benign,1
450,-9.821348,17.021982,Benign,Benign,1
451,-16.01652,-7.870727,Benign,Benign,1
452,3.7721589,-12.213385,Benign,Benign,1
453,-10.606796,11.61827,Benign,Benign,1
454,-9.818152,17.025755,Benign,Benign,1
455,-3.9588947,-3.5153718,Benign,Benign,1
456,-9.849114,-6.0903907,Benign,Benign,1
457,-10.489455,11.524539,Benign,Benign,1
458,-9.819567,17.021774,Benign,Benign,1
459,-3.9230711,-3.5314455,Benign,Benign,1
460,-9.827322,-6.0847173,Benign,Benign,1
461,-10.595701,11.6002035,Benign,Benign,1
462,-9.829078,17.015928,Benign,Benign,1
463,-3.8777366,-3.5524006,Benign,Benign,1
464,2.5967174,7.916564,Benign,Benign,1
465,-10.5420065,11.557834,Benign,Benign,1
466,-9.822385,17.022087,Benign,Benign,1
467,-3.8387978,-3.6592293,Benign,Benign,1
468,2.5941274,7.9162993,Benign,Benign,1
469,-10.593375,11.593502,Benign,Benign,1
470,1.4284025,16.538855,Benign,Benign,1
471,-3.9441085,-3.5144196,Benign,Benign,1
472,2.596897,7.916287,Benign,Benign,1
473,-10.558623,11.550678,Benign,Benign,1
474,-5.171715,15.866432,Benign,Benign,1
475,-4.094235,-3.4457746,Benign,Benign,1
476,-16.348465,1.7949767,Benign,Benign,1
477,-10.595894,11.614881,Benign,Benign,1
478,-0.779666,5.349664,Benign,Benign,1
479,-1.6023048,-1.1531531,Benign,Benign,1
480,-0.8340998,-2.7815218,Benign,Benign,1
481,-5.1676683,15.860513,Benign,Benign,1
482,-3.9203174,-3.5677388,Benign,Benign,1
483,-16.39754,1.7578082,Benign,Benign,1
484,-10.583535,11.579352,Benign,Benign,1
485,-10.949874,13.776033,Benign,Benign,1
486,-3.8706064,-3.6355803,Benign,Benign,1
487,-16.424196,1.7482209,Benign,Benign,1
488,-10.6216,11.623711,Benign,Benign,1
489,-3.9512813,20.880606,Benign,Benign,1
490,-3.9620674,-3.499307,Benign,Benign,1
491,-16.416904,1.7443887,Benign,Benign,1
492,5.823897,-17.428932,Benign,Benign,1
493,-3.9538789,20.879103,Benign,Benign,1
494,-3.8463554,-3.4831772,Benign,Benign,1
495,-16.416273,1.7554321,Benign,Benign,1
496,2.6549,-7.3100853,Benign,Benign,1
497,-3.954782,20.877716,Benign,Benign,1
498,-7.272112,-13.826867,Benign,Benign,1
499,-3.9929261,-3.4930878,Benign,Benign,1
500,-16.431883,1.7388122,Benign,Benign,1
501,2.6570508,-7.311574,Benign,Benign,1
502,-5.133617,15.850305,Benign,Benign,1
503,-7.3407984,-13.903229,Benign,Benign,1
504,-3.9833724,-3.5355277,Benign,Benign,1
505,-16.468277,1.6903493,Benign,Benign,1
506,2.2159047,-4.3261533,Benign,Benign,1
507,-5.148397,15.845512,Benign,Benign,1
508,-3.8743436,-3.4751177,Benign,Benign,1
509,-16.416962,1.7433693,Benign,Benign,1
510,2.214528,-4.326523,Benign,Benign,1
511,0.83846575,7.6226325,Benign,Benign,1
512,-4.043564,-3.4565032,Benign,Benign,1
513,-16.419952,1.7488607,Benign,Benign,1
514,3.048172,-8.663681,Benign,Benign,1
515,-0.5018097,9.687775,Benign,Benign,1
516,-7.325527,-13.922482,Benign,Benign,1
517,-4.063542,-3.6033564,Benign,Benign,1
518,-16.42137,1.738376,Benign,Benign,1
519,3.0419025,-8.656657,Benign,Benign,1
520,-8.234778,19.071218,Benign,Benign,1
521,-3.9142563,-3.5464053,Benign,Benign,1
522,2.783107,9.634433,Benign,Benign,1
523,3.0501833,-8.666344,Benign,Benign,1
524,0.6220324,8.209197,Benign,Benign,1
525,-1.6029838,-1.1550092,Benign,Benign,1
526,-0.8424816,-2.7859936,Benign,Benign,1
527,0.10364806,12.008668,Benign,Benign,1
528,-7.345511,-13.894428,Benign,Benign,1
529,-4.0129232,-3.4683485,Benign,Benign,1
530,2.7977633,9.633298,Benign,Benign,1
531,3.0410192,-8.656303,Benign,Benign,1
532,0.1116909,12.015686,Benign,Benign,1
533,-12.76015,5.358147,Benign,Benign,1
534,2.7879455,9.640482,Benign,Benign,1
535,3.0467656,-8.66305,Benign,Benign,1
536,-7.485564,19.942526,Benign,Benign,1
537,-3.9011977,-3.5612798,Benign,Benign,1
538,4.9722314,-19.271002,Benign,Benign,1
539,3.0518339,-8.666693,Benign,Benign,1
540,-6.817828,16.0732,Benign,Benign,1
541,-5.6710343,-7.0815563,Benign,Benign,1
542,4.9728456,-19.271677,Benign,Benign,1
543,-3.829127,7.424187,Benign,Benign,1
544,-0.3001095,11.455565,Benign,Benign,1
545,-8.914135,1.6782786,Benign,Benign,1
546,4.97223,-19.271086,Benign,Benign,1
547,5.7612553,11.951222,Benign,Benign,1
548,-0.5742538,4.6043706,Benign,Benign,1
549,-7.345923,-13.902058,Benign,Benign,1
550,-8.946213,1.6415002,Benign,Benign,1
551,-9.251169,-3.141028,Benign,Benign,1
552,5.752999,11.962072,Benign,Benign,1
553,-13.304385,6.403378,Benign,Benign,1
554,-8.908858,1.6715653,Benign,Benign,1
555,-9.275649,-3.1259286,Benign,Benign,1
556,4.95962,6.639861,Benign,Benign,1
557,0.4488828,12.780775,Benign,Benign,1
558,-8.911102,1.6696991,Benign,Benign,1
559,-9.255914,-3.1271994,Benign,Benign,1
560,5.7502484,11.959533,Benign,Benign,1
561,0.10980862,12.0130825,Benign,Benign,1
562,-8.908069,1.6755426,Benign,Benign,1
563,-9.254399,-3.1327765,Benign,Benign,1
564,5.746252,11.964459,Benign,Benign,1
565,1.9336019,11.097977,Benign,Benign,1
566,-7.331545,-13.911063,Benign,Benign,1
567,-8.925277,1.6738031,Benign,Benign,1
568,-9.249982,-3.1290996,Benign,Benign,1
569,5.772913,11.93525,Benign,Benign,1
570,-1.1585215,6.70622,Benign,Benign,1
571,-12.5088625,-7.370859,Benign,Benign,1
572,1.0575634,4.845442,Benign,Benign,1
573,-6.643403,5.797944,Benign,Benign,1
574,-7.337664,-13.906331,Benign,Benign,1
575,-8.921096,1.6781379,Benign,Benign,1
576,-9.322312,-3.194711,Benign,Benign,1
577,5.7359457,11.974903,Benign,Benign,1
578,-6.643585,5.797474,Benign,Benign,1
579,-8.930319,1.6557522,Benign,Benign,1
580,-9.259099,-3.1401355,Benign,Benign,1
